setting,Graph Name,PR1,PR2,ROC1,ROC2,PR3,ROC3
hedge-5_negtype-clique-5_seed-9_am,email-Eu,0.7255962774293387,0.7385313217645217,0.8533622719246616,0.8566656856974693,0.7460044916967677,0.8604685281999792
hedge-5_negtype-clique-5_seed-9_am,email-Enron,0.6254042230867135,0.6730932746937691,0.7958860759493671,0.814873417721519,0.6626151086177926,0.8303006329113924
hedge-5_negtype-clique-5_seed-9_cn,email-Eu,0.4581790470240363,0.5957855528779701,0.6928673441124538,0.7510326143406156,0.6044431888572808,0.7504526884326421
hedge-5_negtype-clique-5_seed-9_cn,email-Enron,0.3265669344455124,0.3605176657087257,0.5747626582278481,0.6028481012658229,0.3842773978677395,0.6014636075949367
hedge-5_negtype-clique-5_seed-9_gm,email-Eu,0.7018868827195263,0.7370570195655786,0.7668875289962954,0.7735549458158779,0.7373817263229321,0.7734597340996434
hedge-5_negtype-clique-5_seed-9_gm,email-Enron,0.653548824807681,0.7739875803921439,0.8028085443037974,0.8301028481012659,0.7484368282330592,0.8360363924050633
hedge-5_negtype-clique-5_seed-9_hm,email-Eu,0.7486398235571282,0.7588464791801556,0.8891224942007409,0.8669580722224146,0.7575074455157513,0.8650945192673891
hedge-5_negtype-clique-5_seed-9_hm,email-Enron,0.6844757547337648,0.8991369727658365,0.9066455696202532,0.9454113924050632,0.8847207224976701,0.9378955696202532
hedge-5_negtype-clique-5_seed-9_jc,email-Eu,0.3581925135916354,0.3585294481262873,0.6059606862168057,0.6107900841325347,0.3951524690630829,0.643652840771388
hedge-5_negtype-clique-5_seed-9_jc,email-Enron,0.3954058060443841,0.3950513131342313,0.6669303797468354,0.667128164556962,0.41752928958326174,0.6847310126582278
hedge-5_negtype-star-1_seed-9_aa,email-Eu,0.9563125702844836,0.988472073522086,0.7165765570934255,0.9020112456747404,0.9920799954894436,0.9235726643598616
hedge-5_negtype-star-1_seed-9_aa,email-Enron,0.9034176598968175,0.9841850104457172,0.3229166666666667,0.8333333333333334,0.9852074345015464,0.84375
hedge-5_negtype-star-1_seed-9_am,email-Eu,0.9949572171104452,0.9942819719009632,0.9542171280276815,0.9489403114186852,0.9934371927180288,0.9415008650519032
hedge-5_negtype-star-1_seed-9_am,email-Enron,0.9851527885951332,0.9934580412076854,0.8541666666666667,0.9270833333333336,0.9934580412076854,0.9270833333333336
